,scores_teaching,scores_research,scores_citations,name,scores_industry_income,scores_international_outlook,location,stats_number_students,male_ratio,female_ratio,male_population,female_population,subjects_offered,stats_pc_intl_students
957,20.5,16.3,42.1,University of Salford,36.3,71.6,United Kingdom,17450.0,54.0,46.0,9423.0,8027.0,"Geography,Biological Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Chemistry,Mechanical & Aerospace Engineering,Chemical Engineering,Communication & Media Studies,Sociology,Sport Science,Law,Business & Management,Physics & Astronomy,Psychology,Economics & Econometrics,Computer Science,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Civil Engineering,Art, Performing Arts & Design,Architecture,Electrical & Electronic Engineering,Other Health,History, Philosophy & Theology",19.0
958,18.2,9.2,46.6,Universidad San Francisco de Quito,35.2,64.8,Ecuador,8466.0,51.0,49.0,4318.0,4148.0,"Law,Veterinary Science,Physics & Astronomy,Mathematics & Statistics,Architecture,Chemical Engineering,Sociology,Mechanical & Aerospace Engineering,Psychology,Accounting & Finance,Computer Science,General Engineering,Business & Management,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Communication & Media Studies,Other Health,Electrical & Electronic Engineering,Education,Biological Sciences,Medicine & Dentistry,Economics & Econometrics,Agriculture & Forestry",0.0
959,23.8,12.0,47.6,University of Santiago de Compostela,39.0,46.0,Spain,24795.0,61.0,39.0,15125.0,9670.0,"Agriculture & Forestry,Geography,Psychology,Computer Science,General Engineering,Accounting & Finance,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Law,Chemical Engineering,Chemistry,Medicine & Dentistry,Biological Sciences,Sociology,Other Health,Politics & International Studies (incl Development Studies),Business & Management,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Education,Art, Performing Arts & Design,Veterinary Science,Mathematics & Statistics,Communication & Media Studies",0.0
960,35.0,26.2,32.8,Savitribai Phule Pune University,36.2,16.4,India,5078.0,46.0,54.0,2336.0,2742.0,"Mathematics & Statistics,Education,Geography,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Economics & Econometrics,Physics & Astronomy,History, Philosophy & Theology,Languages, Literature & Linguistics,Computer Science,Politics & International Studies (incl Development Studies),Business & Management,Art, Performing Arts & Design,Sport Science,Other Health,Chemistry,Communication & Media Studies,Biological Sciences,Psychology,Sociology,Law",0.0
961,25.2,26.4,35.0,University of Science and Technology Beijing,63.7,21.9,China,27845.0,36.0,64.0,10024.0,17821.0,"General Engineering,Mechanical & Aerospace Engineering,Chemistry,Art, Performing Arts & Design,History, Philosophy & Theology,Chemical Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Law,Civil Engineering,Mathematics & Statistics,Computer Science,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Business & Management",0.0
962,25.2,26.4,40.5,Shahid Beheshti University,50.4,21.6,Iran,18483.0,51.0,49.0,9426.0,9057.0,"Civil Engineering,Mechanical & Aerospace Engineering,Architecture,Education,Psychology,Business & Management,Geography,Biological Sciences,Sociology,Mathematics & Statistics,Law,Accounting & Finance,History, Philosophy & Theology,Sport Science,Agriculture & Forestry,Archaeology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Physics & Astronomy,Economics & Econometrics,Languages, Literature & Linguistics,Chemistry,Chemical Engineering,Electrical & Electronic Engineering",0.0
963,24.3,13.6,38.9,Shanghai University of Finance and Economics (SUFE),39.0,42.8,China,16012.0,55.0,45.0,8807.0,7205.0,"Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Computer Science,Accounting & Finance,Sociology,Languages, Literature & Linguistics,Mathematics & Statistics,Business & Management,General Engineering,Economics & Econometrics,Law",0.0
964,20.2,16.4,53.9,Shantou University,38.9,39.0,China,12543.0,48.0,52.0,6021.0,6522.0,"Computer Science,Sociology,Chemical Engineering,Biological Sciences,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,General Engineering,Education,Languages, Literature & Linguistics,Communication & Media Studies,Electrical & Electronic Engineering,Economics & Econometrics,Chemistry,Other Health,Civil Engineering,Business & Management,Mathematics & Statistics,Medicine & Dentistry,Law,Accounting & Finance,Physics & Astronomy",0.0
965,17.9,13.5,46.8,Sheffield Hallam University,35.2,54.0,United Kingdom,25535.0,55.0,45.0,14044.0,11491.0,"History, Philosophy & Theology,General Engineering,Biological Sciences,Sociology,Business & Management,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Education,Agriculture & Forestry,Geography,Law,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Other Health,Physics & Astronomy,Computer Science,Psychology,Accounting & Finance,Communication & Media Studies",11.0
966,24.7,23.9,37.1,Shiraz University,44.4,22.1,Iran,13572.0,53.0,47.0,7193.0,6379.0,"Sociology,Physics & Astronomy,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Languages, Literature & Linguistics,Chemical Engineering,Art, Performing Arts & Design,Biological Sciences,Sport Science,Education,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Psychology,General Engineering,Law,Mathematics & Statistics,Veterinary Science,Geography,Archaeology,Accounting & Finance,Civil Engineering,History, Philosophy & Theology,Agriculture & Forestry,Computer Science,Economics & Econometrics,Chemistry,Business & Management",0.0
967,37.2,10.9,41.0,Shiraz University of Medical Sciences,34.8,18.9,Iran,10710.0,57.0,43.0,6105.0,4605.0,"Medicine & Dentistry,Other Health",0.0
968,24.6,9.3,54.9,Sidi Mohamed Ben Abdellah University,34.8,23.0,Morocco,87745.0,48.0,52.0,42118.0,45627.0,"History, Philosophy & Theology,Biological Sciences,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Mechanical & Aerospace Engineering,Medicine & Dentistry,Computer Science,Geology, Environmental, Earth & Marine Sciences,Sociology,Physics & Astronomy,Geography,Electrical & Electronic Engineering,Education,Chemistry,Psychology,Business & Management,Chemical Engineering,Economics & Econometrics,Mathematics & Statistics,Law",0.0
969,28.6,26.1,28.4,University of South Africa,35.6,37.4,South Africa,193543.0,71.0,29.0,137416.0,56127.0,"Sociology,Archaeology,Economics & Econometrics,Agriculture & Forestry,Civil Engineering,Psychology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Biological Sciences,Education,General Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Computer Science,Law,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Geography,History, Philosophy & Theology,Chemistry,Chemical Engineering,Communication & Media Studies,Physics & Astronomy",0.0
970,18.8,15.7,41.4,University of South Bohemia in České Budějovice,34.8,49.4,Czech Republic,8952.0,70.0,30.0,6266.0,2686.0,"General Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Accounting & Finance,Computer Science,Biological Sciences,Languages, Literature & Linguistics,Architecture,Business & Management,Archaeology,Chemistry,Education,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology,Communication & Media Studies,Other Health,Physics & Astronomy",0.0
971,20.0,16.6,48.3,South China Normal University,52.2,32.3,China,30027.0,0.0,0.0,0.0,0.0,"Sport Science,Agriculture & Forestry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Education,Physics & Astronomy,Languages, Literature & Linguistics,Communication & Media Studies,Mathematics & Statistics,Economics & Econometrics,Art, Performing Arts & Design,Law,Sociology,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Psychology,Chemistry,Geography,Computer Science",0.0
972,33.7,16.2,33.9,University of South Dakota,35.7,25.3,United States,7669.0,59.0,41.0,4525.0,3144.0,"Mathematics & Statistics,Politics & International Studies (incl Development Studies),Psychology,Education,Business & Management,Geography,Computer Science,Communication & Media Studies,Sport Science,Economics & Econometrics,Art, Performing Arts & Design,Accounting & Finance,Chemistry,Sociology,History, Philosophy & Theology,Medicine & Dentistry,Biological Sciences,Other Health,Languages, Literature & Linguistics,Law,Physics & Astronomy",0.0
973,21.5,10.6,50.1,South Valley University,35.0,44.6,Egypt,47430.0,61.0,39.0,28932.0,18498.0,"Geography,Chemistry,Computer Science,General Engineering,Accounting & Finance,Education,History, Philosophy & Theology,Psychology,Mathematics & Statistics,Veterinary Science,Agriculture & Forestry,Sport Science,Languages, Literature & Linguistics,Other Health,Mechanical & Aerospace Engineering,Sociology,Electrical & Electronic Engineering,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Law,Architecture,Civil Engineering,Communication & Media Studies,Archaeology,Business & Management",0.0
974,16.8,8.5,48.7,St Francis Xavier University,35.7,54.5,Canada,4387.0,64.0,36.0,2808.0,1579.0,"Sport Science,Art, Performing Arts & Design,Other Health,Chemistry,Computer Science,Electrical & Electronic Engineering,Archaeology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Education,Accounting & Finance,Sociology,General Engineering,Geography,Mathematics & Statistics,Biological Sciences,Languages, Literature & Linguistics,Psychology,Chemical Engineering,Mechanical & Aerospace Engineering,Business & Management,Architecture,Physics & Astronomy,Civil Engineering",0.0
975,23.9,15.0,43.4,Sultan Qaboos University,39.3,74.4,Oman,6755.0,50.0,50.0,3378.0,3378.0,"Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Chemical Engineering,Languages, Literature & Linguistics,Sociology,Agriculture & Forestry,Education,Mathematics & Statistics,Law,Chemistry,Archaeology,Geography,Politics & International Studies (incl Development Studies),Psychology,Other Health,Architecture,Electrical & Electronic Engineering,Economics & Econometrics,Civil Engineering,Veterinary Science,History, Philosophy & Theology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,General Engineering,Biological Sciences,Communication & Media Studies,Computer Science",0.0
976,17.4,9.9,53.0,Symbiosis International University,35.1,30.4,India,17363.0,47.0,53.0,8161.0,9202.0,"Computer Science,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Medicine & Dentistry,Sport Science,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Accounting & Finance,Economics & Econometrics,Architecture,Law",11.0
977,23.8,14.4,42.3,University of Szeged,37.9,60.1,Hungary,19108.0,55.0,45.0,10509.0,8599.0,"Physics & Astronomy,Communication & Media Studies,Sociology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Geography,History, Philosophy & Theology,Agriculture & Forestry,Chemical Engineering,Law,Languages, Literature & Linguistics,Biological Sciences,Education,Accounting & Finance,Other Health,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering,Archaeology,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemistry,Medicine & Dentistry,Economics & Econometrics,Sport Science,Psychology",21.0
978,13.7,11.0,55.0,Technical University of Crete,39.6,43.6,Greece,6875.0,33.0,67.0,2269.0,4606.0,"Architecture,Chemical Engineering,Mathematics & Statistics,Economics & Econometrics,Computer Science,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Business & Management,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering,Chemistry",0.0
